"日期","应用名称","广告类型","DAU","DEU","渗透率","应用请求","应用填充","应用填充率","竞价请求","竞价响应","竞价响应率","竞价胜出率","请求","填充","填充率","广告Ready率","查询 isReady","查询Ready率","展示","展示 / DAU","展示 / DEU","展示率","点击","点击率","eCPM","eCPC","预估收入","ARPDAU(￠)","ARPDEU(￠)"
"2026-08-27 (四)","安卓_LOKTV - luma","横幅","580,720","304,389","52.42%","11,692,093","6,475,055","55.38%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","12,565","-","-","-","-","0.04","0.08"
"2026-08-27 (四)","安卓_Loklok - nora","激励视频","12,872","3,878","30.13%","31,555","27,637","87.58%","213,929","-","-","-","155,437","-","-","98.45%","27,546","64.58%","16,125","1.25","4.16","-","-","-","$2.00","-","$32.27","0.25","0.84"
"2026-08-27 (四)","安卓_Loklok - nora","插屏","12,872","3,310","25.71%","36,203","31,225","86.25%","-","146,918","-","-","-","-","-","-","4,050","4.89%","-","-","-","-","-","-","-","-","-","0.15","0.57"
"2026-08-27 (四)","安卓_Loklok - nora","开屏","12,872","2,777","21.57%","8,380","6,968","83.15%","-","-","-","-","-","9,461","-","-","6,609","59.72%","-","-","-","-","-","-","-","-","-","0.06","0.29"
"2026-08-27 (四)","安卓_Loklok - nora","横幅","12,872","5,012","38.94%","193,930","57,747","29.78%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","170","-","-","-","-","0.02","0.04"
"2026-08-27 (四)","安卓_Loklok - nora","原生","12,872","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-08-27 (四)","iOS_MovieBox - solis","激励视频","11,074","6,682","60.34%","78,165","54,714","70.00%","-","206,158","-","-","-","-","-","-","94,765","48.59%","-","-","-","-","-","-","-","-","-","0.8699999999999999","1.44"
"2026-08-27 (四)","iOS_MovieBox - solis","插屏","11,074","4,070","36.75%","62,391","37,100","59.46%","463,093","-","-","-","291,396","-","-","-","99,713","36.61%","10,405","0.94","2.56","-","-","-","$2.90","-","$30.13","0.26","0.70"
"2026-08-27 (四)","iOS_MovieBox - solis","开屏","11,074","5,250","47.41%","20,919","16,649","79.59%","-","-","-","-","-","-","-","-","10,116","99.96%","-","-","-","-","4,748","-","-","-","-","0.16999999999999998","0.36"
"2026-08-27 (四)","iOS_MovieBox - solis","横幅","11,074","7,397","66.80%","108,286","53,111","49.05%","-","-","-","-","-","53,099","-","-","-","-","-","-","-","-","-","-","-","-","-","0.03","0.04"
"2026-08-27 (四)","iOS_MovieBox - solis","原生","11,074","4,582","41.38%","701,411","32,154","4.58%","-","45,975","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.01","0.02"
"2026-08-27 (四)","iOS_LOKTV - quant","激励视频","26,711","13,584","50.86%","1,805,042","130,973","7.26%","-","-","-","-","-","172,004","-","-","81,681,271","77.65%","-","-","-","-","-","-","-","-","-","0.8699999999999999","1.71"
"2026-08-27 (四)","iOS_LOKTV - quant","插屏","26,711","12,319","46.12%","1,349,207","146,526","10.86%","-","-","-","-","-","-","-","-","81,391,613","83.60%","-","-","-","-","16,244","-","-","-","-","0.5","1.09"
"2026-08-27 (四)","iOS_LOKTV - quant","开屏","26,711","16,244","60.81%","33,929","31,492","92.82%","274,179","-","-","-","133,591","-","-","-","28,449","100.00%","27,767","1.04","1.71","-","-","-","$2.86","-","$79.32","0.29","0.48"
"2026-08-27 (四)","iOS_LOKTV - quant","横幅","26,711","16,101","60.28%","225,075","146,846","65.24%","-","260,160","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.06999999999999999","0.11"
"2026-08-27 (四)","iOS_LOKTV - quant","原生","26,711","10,079","37.73%","2,406,757","65,903","2.74%","-","-","-","-","-","66,154","-","-","-","-","-","-","-","-","-","-","-","-","-","0.01","0.02"
"2026-08-27 (四)","iOS_Loklok - quban","激励视频","595","308","51.76%","3,012","1,642","54.52%","18,599","-","-","-","8,215","-","-","-","1,390","76.33%","602","1.01","1.95","-","-","-","$7.82","-","$4.71","0.83","1.60"
"2026-08-27 (四)","iOS_Loklok - quban","开屏","595","466","78.32%","749","715","95.46%","-","-","-","-","-","1,826","-","-","648","100.00%","-","-","-","-","-","-","-","-","-","0.24","0.30"
"2026-08-27 (四)","iOS_Loklok - quban","插屏","595","169","28.40%","2,055","1,076","52.36%","-","6,502","-","-","-","-","-","-","3,193","73.94%","-","-","-","-","-","-","-","-","-","0.22999999999999998","0.80"
"2026-08-27 (四)","iOS_Loklok - quban","原生","595","358","60.17%","2,942","1,926","65.47%","11,791","-","-","-","2,030","-","-","-","-","-","714","1.20","1.99","-","-","-","$0.14","-","$0.10","0.02","0.03"
"2026-08-27 (四)","iOS_Loklok - quban","横幅","595","363","61.01%","1,201","942","78.43%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","4","-","-","-","-","0.01","0.02"
"2026-08-27 (四)","iOS_MovieBox - galvo","激励视频","21,095","11,689","55.41%","520,335","176,781","33.97%","-","-","-","-","-","-","-","-","153,219","64.75%","-","-","-","-","2,134","-","-","-","-","0.5499999999999999","0.99"
"2026-08-27 (四)","iOS_MovieBox - galvo","插屏","21,095","11,602","55.00%","762,277","150,513","19.75%","-","-","-","-","-","217,820","-","-","1,547,398","26.07%","-","-","-","-","-","-","-","-","-","0.16999999999999998","0.31"
"2026-08-27 (四)","iOS_MovieBox - galvo","横幅","21,095","8,506","40.32%","16,567,378","71,177","0.43%","39,647,202","-","-","-","319,466","-","-","-","-","-","58,274","2.76","6.85","-","-","-","$0.09","-","$5.38","0.02","0.04"
"2026-08-27 (四)","iOS_MovieBox - galvo","开屏","21,095","9,984","47.33%","34,470","23,291","67.57%","-","23,850","-","-","-","-","-","-","17,927","100.00%","-","-","-","-","-","-","-","-","-","0.02","0.03"
"2026-08-27 (四)","iOS_MovieBox - galvo","原生","21,095","1,088","5.16%","5,751,733","9,018","0.16%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","2","-","-","-","-","-","0.01"
"2026-08-27 (四)","iOS_PikCube - kelvin","激励视频","30,245","22,720","75.12%","982,576","256,944","26.15%","5,971,650","-","-","-","738,091","-","-","-","1,013,835","41.83%","133,628","4.42","5.88","-","-","-","$3.11","-","$416.23","1.3599999999999999","1.81"
"2026-08-27 (四)","iOS_PikCube - kelvin","插屏","30,245","17,773","58.76%","617,201","136,072","22.05%","-","823,615","-","-","-","-","-","-","817,715","55.39%","-","-","-","-","-","-","-","-","-","0.38999999999999996","0.67"
"2026-08-27 (四)","iOS_PikCube - kelvin","开屏","30,245","21,051","69.60%","65,598","59,015","89.96%","-","-","-","-","-","73,181","-","-","45,813","96.13%","-","-","-","-","-","-","-","-","-","0.22999999999999998","0.33"
"2026-08-27 (四)","iOS_PikCube - kelvin","横幅","30,245","25,509","84.34%","687,874","191,357","27.82%","-","-","-","-","-","-","-","-","-","-","152,524","5.04","5.98","-","3,763","2.47%","$0.23","0.95￠","$35.73","0.1","0.12"
"2026-08-27 (四)","iOS_PikCube - kelvin","原生","30,245","12,355","40.85%","223,951","111,230","49.67%","1,094,356","-","-","-","154,855","-","-","-","-","-","21,231","0.70","1.72","-","-","-","$0.09","-","$1.83","0.01","0.01"
"2026-08-27 (四)","安卓_LOKTV - sento","激励视频","157,934","47,559","30.11%","970,578","461,847","47.58%","-","-","-","-","-","615,765","-","85.87%","761,184","43.11%","-","-","-","-","-","-","-","-","-","0.3","1.00"
"2026-08-27 (四)","安卓_LOKTV - sento","插屏","157,934","42,489","26.90%","688,495","413,701","60.09%","-","-","-","-","-","-","-","-","111,535","26.13%","-","-","-","-","45,091","-","-","-","-","0.16999999999999998","0.64"
"2026-08-27 (四)","安卓_LOKTV - sento","开屏","157,934","38,890","24.62%","127,271","110,741","87.01%","991,710","-","-","-","492,146","-","-","-","86,634","68.10%","57,908","0.37","1.49","-","-","-","$2.12","-","$123.04","0.08","0.33"
"2026-08-27 (四)","安卓_LOKTV - sento","横幅","157,934","71,473","45.26%","2,233,841","1,254,769","56.17%","-","2,471,783","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.03","0.07"
"2026-08-27 (四)","iOS_MovieBox - opal","激励视频","22,710","12,679","55.83%","340,555","114,969","33.76%","-","-","-","-","-","-","-","98.85%","128,354","73.81%","-","-","-","-","5,944","-","-","-","-","0.64","1.15"
"2026-08-27 (四)","iOS_MovieBox - opal","开屏","22,710","16,500","72.66%","41,626","38,683","92.93%","-","104,079","-","-","-","-","-","-","77,468","61.91%","-","-","-","-","-","-","-","-","-","0.3","0.42"
"2026-08-27 (四)","iOS_MovieBox - opal","插屏","22,710","8,615","37.93%","343,716","121,854","35.45%","-","-","-","-","-","170,458","-","-","52,394","78.87%","-","-","-","-","-","-","-","-","-","0.25","0.65"
"2026-08-27 (四)","iOS_MovieBox - opal","横幅","22,710","16,192","71.30%","572,218","215,861","37.72%","3,381,154","-","-","-","233,348","-","-","-","724,616","35.80%","117,312","5.17","7.25","-","-","-","$0.10","-","$11.68","0.05","0.07"
"2026-08-27 (四)","iOS_MovieBox - opal","原生","22,710","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-08-27 (四)","iOS_Loktv - zeptr","激励视频","34,771","17,895","51.47%","445,099","181,711","40.82%","-","-","-","-","-","-","-","-","435,542","78.27%","-","-","-","-","18,878","-","-","-","-","0.96","1.86"
"2026-08-27 (四)","iOS_Loktv - zeptr","插屏","34,771","15,134","43.52%","484,730","196,163","40.47%","-","-","-","-","-","276,638","-","-","869,774","78.67%","-","-","-","-","-","-","-","-","-","0.44","1.00"
"2026-08-27 (四)","iOS_Loktv - zeptr","开屏","34,771","20,906","60.12%","43,860","41,631","94.92%","-","138,655","-","-","-","-","-","-","36,095","99.99%","-","-","-","-","-","-","-","-","-","0.27999999999999997","0.46"
"2026-08-27 (四)","iOS_Loktv - zeptr","横幅","34,771","22,390","64.39%","302,597","247,076","81.65%","1,720,582","-","-","-","251,164","-","-","-","-","-","169,082","4.86","7.55","-","-","-","$0.16","-","$26.32","0.06999999999999999","0.10"
"2026-08-27 (四)","iOS_Loktv - zeptr","原生","34,771","-","-","8,543,241","11","0.00%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-08-27 (四)","iOS_LOKTV –  veylor","激励视频","9,267","4,830","52.12%","120,529","51,654","42.86%","-","-","-","-","-","66,733","-","-","67,364","72.21%","-","-","-","-","-","-","-","-","-","0.98","1.87"
"2026-08-27 (四)","iOS_LOKTV –  veylor","插屏","9,267","4,083","44.06%","148,968","48,050","32.26%","-","-","-","-","-","-","-","-","172,510","66.41%","-","-","-","-","3,140","-","-","-","-","0.38999999999999996","0.88"
"2026-08-27 (四)","iOS_LOKTV –  veylor","开屏","9,267","5,671","61.20%","14,307","13,159","91.98%","73,183","-","-","-","60,938","-","-","-","10,472","100.00%","10,403","1.12","1.83","-","-","-","$1.59","-","$16.49","0.18","0.29"
"2026-08-27 (四)","iOS_LOKTV –  veylor","横幅","9,267","5,533","59.71%","84,288","43,617","51.75%","-","66,078","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.02","0.04"
"2026-08-27 (四)","iOS_LOKTV –  veylor","原生","9,267","4,398","47.46%","202,790","40,046","19.75%","-","-","-","-","-","40,289","-","-","-","-","-","-","-","-","-","-","-","-","-","0.01","0.03"
"2026-08-27 (四)","iOS_Loktv - vp","激励视频","5,066","16,686","329.37%","644,871","139,920","21.70%","-","-","-","-","-","-","-","-","7,775,411","27.47%","-","-","-","-","18,055","-","-","-","-","5.25","1.59"
"2026-08-27 (四)","iOS_Loktv - vp","插屏","5,066","14,713","290.43%","615,944","117,358","19.05%","-","-","-","-","-","164,503","-","-","651,797","56.40%","-","-","-","-","-","-","-","-","-","2.97","1.02"
"2026-08-27 (四)","iOS_Loktv - vp","开屏","5,066","20,376","402.21%","39,948","37,839","94.72%","-","116,681","-","-","-","-","-","-","35,908","99.99%","-","-","-","-","-","-","-","-","-","1.4000000000000001","0.35"
"2026-08-27 (四)","iOS_Loktv - vp","横幅","5,066","21,075","416.01%","625,925","359,613","57.45%","4,377,941","-","-","-","376,748","-","-","-","-","-","166,240","32.81","7.89","-","-","-","$0.11","-","$18.29","0.25","0.06"
"2026-08-27 (四)","iOS_Loktv - vp","原生","5,066","18,983","374.71%","277,380","179,166","64.59%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","298","-","-","-","-","0.12","0.03"
"2026-08-27 (四)","iOS_MovieBox - nimbra","插屏","4","3","75.00%","28","10","35.71%","193","-","-","-","99","-","-","-","15","60.00%","3","0.75","1.00","-","-","-","$1.27","-","$0.00","0.06","0.08"
"2026-08-27 (四)","iOS_MovieBox - nimbra","横幅","4","4","100.00%","23","15","65.22%","-","-","-","-","-","15","-","-","-","-","-","-","-","-","-","-","-","-","-","0.01","0.01"
"2026-08-27 (四)","iOS_MovieBox - nimbra","原生","4","1","25.00%","116","10","8.62%","-","14","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.01"
"2026-08-27 (四)","iOS_MovieBox - nimbra","开屏","4","-","-","4","2","50.00%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-08-27 (四)","iOS_MovieBox - nimbra","激励视频","4","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-08-27 (四)","安卓_LOKTV - morph","插屏","688,023","62,045","9.02%","829,801","510,695","61.54%","-","-","-","-","-","-","-","-","221,174","2.99%","-","-","-","-","71,289","-","-","-","-","0.04","0.44"
"2026-08-27 (四)","安卓_LOKTV - morph","开屏","688,023","107,192","15.58%","272,072","218,555","80.33%","2,096,846","-","-","-","1,041,238","-","-","-","218,363","64.83%","137,495","0.20","1.28","-","-","-","$1.81","-","$248.47","0.04","0.24"
"2026-08-27 (四)","安卓_LOKTV - morph","激励视频","688,023","39,876","5.80%","690,933","316,012","45.74%","-","-","-","-","-","456,894","-","44.80%","911,453","19.01%","-","-","-","-","-","-","-","-","-","0.02","0.38"
"2026-08-27 (四)","安卓_LOKTV - morph","横幅","688,023","142,731","20.75%","2,694,981","1,687,265","62.61%","-","2,597,737","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.02"
"2026-08-27 (四)","iOS_LokTV - aura","插屏","2,042","1,057","51.76%","10,047","9,140","90.97%","-","25,428","-","-","-","-","-","-","21,099","70.22%","-","-","-","-","-","-","-","-","-","0.38","0.74"
"2026-08-27 (四)","iOS_LokTV - aura","激励视频","2,042","984","48.19%","7,877","7,100","90.14%","44,430","-","-","-","10,422","-","-","-","7,546","86.20%","3,707","1.82","3.77","-","-","-","$2.08","-","$7.70","0.36","0.76"
"2026-08-27 (四)","iOS_LokTV - aura","开屏","2,042","1,277","62.54%","2,786","2,676","96.05%","-","-","-","-","-","4,649","-","-","2,312","100.00%","-","-","-","-","-","-","-","-","-","0.27","0.43"
"2026-08-27 (四)","iOS_LokTV - aura","横幅","2,042","1,307","64.01%","15,930","11,150","69.99%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","108","-","-","-","-","0.03","0.05"
"2026-08-27 (四)","iOS_LokTV - aura","原生","2,042","853","41.77%","52,143","15,365","29.47%","225,651","-","-","-","18,564","-","-","-","-","-","1,682","0.82","1.97","-","-","-","$0.12","-","$0.20","0.01","0.02"
"2026-08-27 (四)","iOS_Moviebox - harbor","激励视频","104,578","63,687","60.90%","2,985,142","881,038","29.51%","-","3,838,084","-","-","-","-","-","-","722,146","58.51%","-","-","-","-","-","-","-","-","-","0.58","0.95"
"2026-08-27 (四)","iOS_Moviebox - harbor","插屏","104,578","65,379","62.52%","3,767,671","791,113","21.00%","24,531,569","-","-","-","9,445,479","-","-","-","4,522,854","35.24%","259,815","2.48","3.97","-","-","-","$1.21","-","$313.21","0.27","0.43"
"2026-08-27 (四)","iOS_Moviebox - harbor","开屏","104,578","48,908","46.77%","164,383","140,601","85.53%","-","-","-","-","-","-","-","-","81,893","100.00%","-","-","-","-","53,670","-","-","-","-","0.1","0.21"
"2026-08-27 (四)","iOS_Moviebox - harbor","横幅","104,578","75,055","71.77%","13,121,807","975,233","7.43%","-","-","-","-","-","972,016","-","-","-","-","-","-","-","-","-","-","-","-","-","0.02","0.03"
"2026-08-27 (四)","iOS_Moviebox - harbor","原生","104,578","49,540","47.37%","2,679,396","537,496","20.06%","-","766,900","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.01","0.02"
"2026-08-27 (四)","iOS_LokTV - nexa","激励视频","9,417","5,130","54.48%","93,992","55,015","58.53%","-","-","-","-","-","-","-","-","70,080","80.52%","-","-","-","-","5,732","-","-","-","-","1.09","2.00"
"2026-08-27 (四)","iOS_LokTV - nexa","插屏","9,417","4,240","45.03%","29,543","27,070","91.63%","-","-","-","-","-","48,264","-","-","91,303","82.37%","-","-","-","-","-","-","-","-","-","0.37","0.82"
"2026-08-27 (四)","iOS_LokTV - nexa","开屏","9,417","5,714","60.68%","12,421","11,053","88.99%","-","55,244","-","-","-","-","-","-","9,691","100.00%","-","-","-","-","-","-","-","-","-","0.27999999999999997","0.46"
"2026-08-27 (四)","iOS_LokTV - nexa","横幅","9,417","6,203","65.87%","90,496","74,737","82.59%","452,229","-","-","-","76,342","-","-","-","-","-","48,055","5.10","7.75","-","-","-","$0.11","-","$5.27","0.05","0.07"
"2026-08-27 (四)","iOS_LokTV - nexa","原生","9,417","3,906","41.48%","529,160","71,088","13.43%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","3","-","-","-","-","0.01","0.03"
"2026-08-27 (四)","iOS_LοkΤV - velo","激励视频","55","31","56.36%","228","219","96.05%","-","651","-","-","-","-","-","-","138","99.28%","-","-","-","-","-","-","-","-","-","0.77","1.37"
"2026-08-27 (四)","iOS_LοkΤV - velo","开屏","55","35","63.64%","70","64","91.43%","630","-","-","-","-","-","-","-","53","100.00%","-","-","-","-","19","-","-","-","-","0.27999999999999997","0.45"
"2026-08-27 (四)","iOS_LοkΤV - velo","插屏","55","19","34.55%","136","125","91.91%","832","-","-","-","338","-","-","-","243","87.24%","46","0.84","2.42","-","-","-","$2.05","-","$0.09","0.2","0.58"
"2026-08-27 (四)","iOS_LοkΤV - velo","横幅","55","33","60.00%","347","303","87.32%","-","-","-","-","-","303","-","-","-","-","-","-","-","-","-","-","-","-","-","0.04","0.07"
"2026-08-27 (四)","iOS_LοkΤV - velo","原生","55","28","50.91%","299","200","66.89%","-","271","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.02","0.04"
"2026-08-27 (四)","安卓_LOKTV - lense","插屏","37,292","5,448","14.61%","52,667","38,242","72.61%","327,958","-","-","-","346,337","-","-","-","11,089","7.12%","22,252","0.60","4.08","-","-","-","$1.62","-","$35.99","0.1","0.67"
"2026-08-27 (四)","安卓_LOKTV - lense","激励视频","37,292","3,965","10.63%","56,163","31,818","56.65%","-","141,147","-","-","-","-","-","68.03%","58,542","28.33%","-","-","-","-","-","-","-","-","-","0.05","0.50"
