"日期","应用名称","广告类型","DAU","DEU","渗透率","应用请求","应用填充","应用填充率","竞价请求","竞价响应","竞价响应率","竞价胜出率","请求","填充","填充率","广告Ready率","查询 isReady","查询Ready率","展示","展示 / DAU","展示 / DEU","展示率","点击","点击率","eCPM","eCPC","预估收入","ARPDAU(￠)","ARPDEU(￠)"
"2026-06-10 (三)","安卓_Loklok-liuzhen4","激励视频","1","-","-","3","3","100.00%","-","-","-","-","-","6","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-06-10 (三)","安卓_Loklok-liuzhen4","插屏","1","-","-","2","2","100.00%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-06-10 (三)","安卓_Loklok-liuzhen4","原生","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-06-10 (三)","安卓_Loklok-lite-agian","激励视频","64","-","-","65","46","70.77%","135","-","-","-","119","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-06-10 (三)","安卓_Loklok-lite-agian","插屏","64","-","-","39","28","71.79%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-06-10 (三)","安卓_Loklok-lite-agian","原生","64","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-06-10 (三)","iOS_Loklok-Remember The Movie","插屏","9","3","33.33%","12","12","100.00%","-","-","-","-","-","21","-","-","8","87.50%","-","-","-","-","-","-","-","-","-","0.06","0.17"
"2026-06-10 (三)","iOS_Loklok-Remember The Movie","原生","9","3","33.33%","40","36","90.00%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.03","0.10"
"2026-06-10 (三)","iOS_Loklok-Remember The Movie","激励视频","9","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-06-10 (三)","iOS_Loklok-播放器","原生","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-06-10 (三)","iOS_Loklok-播放器","插屏","1","-","-","2","2","100.00%","4","-","-","-","2","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-06-10 (三)","iOS_Loklok-播放器","激励视频","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-06-10 (三)","安卓_Loklok-Watch TVs","插屏","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-06-10 (三)","安卓_Loklok-Watch TVs","横幅","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-06-10 (三)","安卓_Loklok-Watch TVs","原生","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-06-10 (三)","安卓_Loklok-Watch TVs","激励视频","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-06-10 (三)","安卓_android_test","插屏","1","-","-","2","2","100.00%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-06-10 (三)","安卓_android_test","激励视频","1","-","-","1","1","100.00%","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-06-10 (三)","安卓_android_test","横幅","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-06-10 (三)","安卓_android_test","原生","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-06-10 (三)","安卓_Loklok-LA","插屏","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-06-10 (三)","安卓_Loklok-LA","原生","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-06-10 (三)","安卓_Loklok-LA","激励视频","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-06-10 (三)","安卓_Loklok_lite","插屏","8","-","-","17","1","5.88%","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-06-10 (三)","安卓_Loklok_lite","横幅","8","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-06-10 (三)","安卓_Loklok_lite","原生","8","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-06-10 (三)","安卓_Loklok_lite","激励视频","8","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-06-10 (三)","安卓_android_官网包","激励视频","297,659","95,302","32.02%","916,820","771,822","84.18%","-","1,693,127","-","-","-","-","-","96.64%","866,943","65.44%","-","-","-","-","-","-","-","-","-","0.16","0.51"
"2026-06-10 (三)","安卓_android_官网包","插屏","297,659","65,438","21.98%","635,968","536,438","84.35%","3,073,945","-","-","-","6,078,536","-","-","-","391,352","22.89%","178,225","0.60","2.72","-","-","-","$1.04","-","$184.58","0.06","0.27"
"2026-06-10 (三)","安卓_android_官网包","开屏","297,659","81,725","27.46%","435,122","273,416","62.84%","-","-","-","-","-","-","-","-","252,249","51.99%","-","-","-","-","36,639","-","-","-","-","0.05","0.19"
"2026-06-10 (三)","安卓_android_官网包","横幅","297,659","50,421","16.94%","3,635,915","372,796","10.25%","-","-","-","-","-","388,851","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.02"
"2026-06-10 (三)","安卓_android_官网包","原生","297,659","7,827","2.63%","1,127,331","51,356","4.56%","-","49,964","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.04"
"2026-06-10 (三)","iOS_ios_test","插屏","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-06-10 (三)","iOS_ios_test","激励视频","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-06-10 (三)","iOS_Loklok-Huge amounts of videos","插屏","9","-","-","3","3","100.00%","-","-","-","-","-","3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-06-10 (三)","iOS_Loklok-Huge amounts of videos","横幅","9","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-06-10 (三)","安卓_Loklok-MovieTV","插屏","16","-","-","36","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-06-10 (三)","安卓_Loklok-MovieTV","横幅","16","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-06-09 (二)","iOS_MovieBox - opal","激励视频","9,537","6,374","66.83%","71,720","55,928","77.98%","-","236,935","-","-","-","-","-","99.93%","42,019","97.39%","-","-","-","-","-","-","-","-","-","1.2","1.80"
"2026-06-09 (二)","iOS_MovieBox - opal","开屏","9,537","6,684","70.08%","20,764","18,815","90.61%","-","-","-","-","-","-","-","-","37,490","76.37%","-","-","-","-","7,930","-","-","-","-","0.38999999999999996","0.56"
"2026-06-09 (二)","iOS_MovieBox - opal","插屏","9,537","4,212","44.16%","57,298","36,634","63.94%","344,586","-","-","-","62,449","-","-","-","12,668","94.62%","11,084","1.16","2.63","-","-","-","$2.32","-","$25.67","0.29","0.66"
"2026-06-09 (二)","iOS_MovieBox - opal","横幅","9,537","8,520","89.34%","264,910","185,702","70.10%","-","-","-","-","-","270,663","-","-","796,740","84.92%","-","-","-","-","-","-","-","-","-","0.1","0.11"
"2026-06-09 (二)","iOS_MovieBox - opal","原生","9,537","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-06-09 (二)","iOS_Loktv - zeptr","激励视频","28,931","17,662","61.05%","179,330","173,392","96.69%","-","557,087","-","-","-","-","-","-","254,688","97.11%","-","-","-","-","-","-","-","-","-","0.75","1.22"
"2026-06-09 (二)","iOS_Loktv - zeptr","插屏","28,931","16,380","56.62%","161,842","146,531","90.54%","765,295","-","-","-","232,693","-","-","-","545,506","94.44%","74,962","2.59","4.58","-","-","-","$2.22","-","$166.34","0.31","0.54"
"2026-06-09 (二)","iOS_Loktv - zeptr","横幅","28,931","23,461","81.09%","415,661","356,343","85.73%","-","-","-","-","-","356,346","-","-","-","-","-","-","-","-","-","-","-","-","-","0.11","0.13"
"2026-06-09 (二)","iOS_Loktv - zeptr","开屏","28,931","8,841","30.56%","18,000","17,413","96.74%","-","-","-","-","-","-","-","-","15,304","100.00%","-","-","-","-","6,026","-","-","-","-","0.05","0.18"
"2026-06-09 (二)","iOS_Loktv - zeptr","原生","28,931","-","-","10,414,230","36","0.00%","-","33","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-06-09 (二)","iOS_LOKTV –  veylor","横幅","17","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-06-09 (二)","iOS_LOKTV –  veylor","插屏","17","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-06-09 (二)","iOS_LOKTV –  veylor","原生","17","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-06-09 (二)","iOS_LOKTV –  veylor","激励视频","17","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-06-09 (二)","iOS_LOKTV –  veylor","开屏","17","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-06-09 (二)","iOS_com.rockship.zzs","开屏","6","-","-","31","-","-","-","-","-","-","-","-","-","-","32","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-06-09 (二)","iOS_com.rockship.zzs","横幅","6","-","-","482","-","-","-","-","-","-","-","-","-","-","282","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-06-09 (二)","iOS_com.rockship.zzs","激励视频","6","-","-","122","-","-","122","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-06-09 (二)","iOS_com.rockship.zzs","插屏","6","1","16.67%","172","29","16.86%","-","-","-","-","-","-","-","-","1","100.00%","-","-","-","-","-","-","-","-","-","-","-"
"2026-06-09 (二)","iOS_com.rockship.zzs","原生","6","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-06-09 (二)","iOS_Loktv - vp","激励视频","9,982","39,430","395.01%","835,632","444,402","53.18%","-","1,789,955","-","-","-","-","-","-","20,441,055","49.60%","-","-","-","-","-","-","-","-","-","7.140000000000001","1.81"
"2026-06-09 (二)","iOS_Loktv - vp","插屏","9,982","34,472","345.34%","720,338","364,532","50.61%","4,073,993","-","-","-","2,873,428","-","-","-","1,688,317","76.50%","146,229","14.65","4.24","-","-","-","$2.30","-","$335.95","3.3000000000000003","0.96"
"2026-06-09 (二)","iOS_Loktv - vp","开屏","9,982","46,275","463.58%","101,778","96,352","94.67%","-","-","-","-","-","-","-","-","89,959","99.98%","-","-","-","-","45,042","-","-","-","-","1.5599999999999998","0.34"
"2026-06-09 (二)","iOS_Loktv - vp","横幅","9,982","46,187","462.70%","1,604,690","776,751","48.41%","-","-","-","-","-","776,659","-","-","-","-","-","-","-","-","-","-","-","-","-","0.36","0.08"
"2026-06-09 (二)","iOS_Loktv - vp","原生","9,982","41,132","412.06%","1,046,444","374,496","35.79%","-","447,665","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.12","0.03"
"2026-06-09 (二)","iOS_MovieBox - nimbra","横幅","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-06-09 (二)","iOS_MovieBox - nimbra","插屏","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-06-09 (二)","iOS_MovieBox - nimbra","原生","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-06-09 (二)","iOS_MovieBox - nimbra","激励视频","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-06-09 (二)","iOS_MovieBox - nimbra","开屏","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-06-09 (二)","安卓_LOKTV - morph","激励视频","853,721","373,058","43.70%","10,666,917","3,303,698","30.97%","83,104,641","-","-","-","34,934,685","-","-","82.15%","5,831,528","44.15%","1,668,055","1.95","4.47","-","-","-","$2.47","-","$4,121.18","0.25","0.57"
"2026-06-09 (二)","安卓_LOKTV - morph","插屏","853,721","337,926","39.58%","5,934,648","2,876,334","48.47%","-","14,859,476","-","-","-","-","-","-","958,316","27.50%","-","-","-","-","-","-","-","-","-","0.25","0.62"
"2026-06-09 (二)","安卓_LOKTV - morph","开屏","853,721","273,862","32.08%","938,344","782,077","83.35%","-","-","-","-","-","1,290,337","-","-","710,094","64.29%","-","-","-","-","-","-","-","-","-","0.09","0.27"
"2026-06-09 (二)","安卓_LOKTV - morph","横幅","853,721","487,078","57.05%","15,397,034","9,932,563","64.51%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","19,640","-","-","-","-","0.03","0.04"
"2026-06-09 (二)","iOS_LokTV - aura","激励视频","3,796","2,069","54.50%","19,114","16,461","86.12%","-","-","-","-","-","23,073","-","-","18,350","86.75%","-","-","-","-","-","-","-","-","-","0.41000000000000003","0.74"
"2026-06-09 (二)","iOS_LokTV - aura","插屏","3,796","2,249","59.25%","23,754","20,632","86.86%","-","-","-","-","-","-","-","-","52,361","69.81%","-","-","-","-","5,638","-","-","-","-","0.38999999999999996","0.66"
"2026-06-09 (二)","iOS_LokTV - aura","开屏","3,796","2,432","64.07%","5,917","5,434","91.84%","43,569","-","-","-","23,146","-","-","-","4,499","99.89%","4,384","1.15","1.80","-","2,170","49.50%","$1.80","0.36￠","$7.89","0.21","0.33"
"2026-06-09 (二)","iOS_LokTV - aura","横幅","3,796","2,452","64.59%","37,983","19,893","52.37%","-","28,517","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.02","0.03"
"2026-06-09 (二)","iOS_LokTV - aura","原生","3,796","1,700","44.78%","209,182","23,577","11.27%","-","-","-","-","-","25,094","-","-","-","-","-","-","-","-","-","-","-","-","-","0.01","0.02"
"2026-06-09 (二)","iOS_Moviebox - harbor","激励视频","181,140","116,852","64.51%","4,350,589","1,499,985","34.48%","-","-","-","-","-","-","-","-","1,435,432","65.59%","-","-","-","-","126,547","-","-","-","-","0.74","1.15"
"2026-06-09 (二)","iOS_Moviebox - harbor","插屏","181,140","118,719","65.54%","5,323,828","1,544,903","29.02%","-","-","-","-","-","2,093,405","-","-","8,719,038","41.18%","-","-","-","-","-","-","-","-","-","0.31","0.48"
"2026-06-09 (二)","iOS_Moviebox - harbor","开屏","181,140","84,669","46.74%","284,483","222,410","78.18%","-","512,459","-","-","-","-","-","-","143,523","100.00%","-","-","-","-","-","-","-","-","-","0.1","0.21"
"2026-06-09 (二)","iOS_Moviebox - harbor","横幅","181,140","133,292","73.59%","30,662,136","2,002,740","6.53%","146,490,457","-","-","-","2,877,721","-","-","-","-","-","1,364,017","7.53","10.23","-","-","-","$0.06","-","$88.43","0.04","0.05"
"2026-06-09 (二)","iOS_Moviebox - harbor","原生","181,140","86,715","47.87%","5,941,707","855,371","14.40%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1,359","-","-","-","-","0.01","0.02"
"2026-06-09 (二)","iOS_LokTV - nexa","激励视频","15,842","9,750","61.55%","219,036","113,759","51.94%","-","486,990","-","-","-","-","-","-","150,322","78.54%","-","-","-","-","-","-","-","-","-","1.06","1.73"
"2026-06-09 (二)","iOS_LokTV - nexa","插屏","15,842","8,145","51.41%","62,946","56,383","89.57%","384,888","-","-","-","664,074","-","-","-","199,803","80.62%","29,445","1.86","3.62","-","-","-","$2.33","-","$68.53","0.3","0.58"
"2026-06-09 (二)","iOS_LokTV - nexa","开屏","15,842","10,297","65.00%","24,415","21,864","89.55%","-","-","-","-","-","-","-","-","19,025","100.00%","-","-","-","-","11,138","-","-","-","-","0.27999999999999997","0.44"
"2026-06-09 (二)","iOS_LokTV - nexa","横幅","15,842","11,163","70.46%","195,438","157,511","80.59%","-","-","-","-","-","157,659","-","-","-","-","-","-","-","-","-","-","-","-","-","0.05","0.08"
"2026-06-09 (二)","iOS_LokTV - nexa","原生","15,842","7,344","46.36%","1,357,596","132,752","9.78%","-","149,221","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.01","0.03"
"2026-06-09 (二)","iOS_LοkΤV - velo","激励视频","84","46","54.76%","950","408","42.95%","-","-","-","-","-","-","-","-","255","92.55%","-","-","-","-","71","-","-","-","-","0.72","1.32"
"2026-06-09 (二)","iOS_LοkΤV - velo","插屏","84","29","34.52%","415","260","62.65%","-","-","-","-","-","472","-","-","519","78.61%","-","-","-","-","-","-","-","-","-","0.19","0.56"
"2026-06-09 (二)","iOS_LοkΤV - velo","开屏","84","46","54.76%","99","93","93.94%","-","473","-","-","-","-","-","-","78","100.00%","-","-","-","-","-","-","-","-","-","0.19","0.34"
"2026-06-09 (二)","iOS_LοkΤV - velo","横幅","84","49","58.33%","789","553","70.09%","3,916","-","-","-","558","-","-","-","-","-","428","5.10","8.73","-","-","-","$0.21","-","$0.09","0.06999999999999999","0.11"
"2026-06-09 (二)","iOS_LοkΤV - velo","原生","84","42","50.00%","1,585","329","20.76%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.01","0.03"
"2026-06-09 (二)","安卓_LOKTV - lense","开屏","142,325","29,497","20.73%","116,005","98,557","84.96%","-","235,676","-","-","-","-","-","-","80,249","51.94%","-","-","-","-","-","-","-","-","-","0.06","0.31"
"2026-06-09 (二)","安卓_LOKTV - lense","插屏","142,325","10,233","7.19%","135,977","85,112","62.59%","-","-","-","-","-","133,422","-","-","35,393","3.41%","-","-","-","-","-","-","-","-","-","0.04","0.61"
"2026-06-09 (二)","安卓_LOKTV - lense","激励视频","142,325","6,487","4.56%","97,415","49,010","50.31%","-","-","-","-","-","-","-","55.68%","99,862","21.79%","-","-","-","-","5,953","-","-","-","-","0.03","0.57"
"2026-06-09 (二)","安卓_LOKTV - lense","横幅","142,325","12,744","8.95%","152,396","95,427","62.62%","796,296","-","-","-","591,209","-","-","-","-","-","65,829","0.46","5.17","-","-","-","$0.31","-","$20.45","-","0.03"
"2026-06-09 (二)","安卓_LOKTV - lense","原生","142,325","7","0.00%","95,905","102","0.11%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-06-09 (二)","iOS_Moviebox - chroma","激励视频","11,867","6,080","51.23%","234,981","97,968","41.69%","-","-","-","-","-","-","-","-","77,365","63.12%","-","-","-","-","4,372","-","-","-","-","0.42","0.82"
"2026-06-09 (二)","iOS_Moviebox - chroma","插屏","11,867","6,441","54.28%","313,306","89,611","28.60%","-","-","-","-","-","115,971","-","-","495,176","38.24%","-","-","-","-","-","-","-","-","-","0.18","0.33"
"2026-06-09 (二)","iOS_Moviebox - chroma","开屏","11,867","3,489","29.40%","13,760","7,629","55.44%","-","14,653","-","-","-","-","-","-","5,254","100.00%","-","-","-","-","-","-","-","-","-","0.04","0.13"
"2026-06-09 (二)","iOS_Moviebox - chroma","横幅","11,867","5,650","47.61%","100,145","38,136","38.08%","375,718","-","-","-","50,909","-","-","-","-","-","32,083","2.70","5.68","-","-","-","$0.04","-","$1.38","0.01","0.02"
"2026-06-09 (二)","iOS_Moviebox - chroma","原生","11,867","3,454","29.11%","1,086,757","40,878","3.76%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","9","-","-","-","-","-","0.01"
"2026-06-09 (二)","安卓_Loklok - kosmo","激励视频","8,816","2,612","29.63%","22,197","20,184","90.93%","-","-","-","-","-","-","-","97.60%","19,757","63.72%","-","-","-","-","2,351","-","-","-","-","0.27","0.90"
"2026-06-09 (二)","安卓_Loklok - kosmo","插屏","8,816","2,383","27.03%","13,044","10,957","84.00%","-","-","-","-","-","20,576","-","-","3,174","1.73%","-","-","-","-","-","-","-","-","-","0.15","0.57"
"2026-06-09 (二)","安卓_Loklok - kosmo","开屏","8,816","2,633","29.87%","11,441","8,937","78.11%","-","18,437","-","-","-","-","-","-","8,046","51.73%","-","-","-","-","-","-","-","-","-","0.08","0.27"
"2026-06-09 (二)","安卓_Loklok - kosmo","横幅","8,816","3,196","36.25%","44,782","25,135","56.13%","216,085","-","-","-","26,716","-","-","-","-","-","21,084","2.39","6.60","-","-","-","$0.14","-","$2.96","0.03","0.09"
"2026-06-09 (二)","安卓_Loklok - kosmo","原生","8,816","871","9.88%","21,114","7,175","33.98%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","21","-","-","-","-","-","0.01"
"2026-06-09 (二)","安卓_Loklok - jupie","激励视频","151,787","39,521","26.04%","415,497","319,064","76.79%","-","-","-","-","-","435,838","-","95.86%","487,741","39.80%","-","-","-","-","-","-","-","-","-","0.21","0.83"
"2026-06-09 (二)","安卓_Loklok - jupie","插屏","151,787","38,635","25.45%","394,584","306,390","77.65%","-","-","-","-","-","-","-","-","98,698","9.94%","-","-","-","-","41,247","-","-","-","-","0.15","0.61"
"2026-06-09 (二)","安卓_Loklok - jupie","开屏","151,787","39,065","25.74%","196,881","167,617","85.14%","887,914","-","-","-","467,273","-","-","-","150,117","42.61%","61,337","0.40","1.57","-","-","-","$1.51","-","$92.71","0.06","0.24"
"2026-06-09 (二)","安卓_Loklok - jupie","横幅","151,787","53,732","35.40%","1,207,260","718,815","59.54%","-","1,047,720","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.02","0.04"
"2026-06-09 (二)","安卓_Loklok - jupie","原生","151,787","14,320","9.43%","447,427","81,031","18.11%","-","-","-","-","-","86,122","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.01"
"2026-06-09 (二)","安卓_Xcene: Serie y espectáculo","横幅","3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-06-09 (二)","安卓_Xcene: Serie y espectáculo","插屏","3","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-06-09 (二)","安卓_Xcene: Serie y espectáculo","激励视频","3","-","-","-","-","-","-","-","-","-","-","-","-","-","2","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-06-09 (二)","安卓_Xcene: Serie y espectáculo","开屏","3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-06-09 (二)","iOS_Moviebοx - vora","激励视频","2,309","1,162","50.32%","26,558","12,149","45.75%","-","-","-","-","-","19,179","-","-","8,365","65.73%","-","-","-","-","-","-","-","-","-","0.26","0.52"
"2026-06-09 (二)","iOS_Moviebοx - vora","插屏","2,309","1,404","60.81%","32,811","12,648","38.55%","-","-","-","-","13,385","-","-","-","168,495","16.11%","-","-","-","-","1,261","-","-","-","-","0.16999999999999998","0.28"
"2026-06-09 (二)","iOS_Moviebοx - vora","开屏","2,309","938","40.62%","2,775","1,824","65.73%","18,321","-","-","-","9,874","-","-","-","1,497","100.00%","1,391","0.60","1.48","-","-","-","$1.16","-","$1.62","0.06999999999999999","0.16"
"2026-06-09 (二)","iOS_Moviebοx - vora","横幅","2,309","1,206","52.23%","20,885","6,888","32.98%","-","8,780","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.01","0.02"
"2026-06-09 (二)","iOS_Moviebοx - vora","原生","2,309","878","38.03%","192,479","11,250","5.84%","-","-","-","-","-","11,704","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.01"
"2026-06-09 (二)","安卓_Xuper - borea","插屏","131","54","41.22%","580","461","79.48%","-","897","-","-","-","-","-","-","62","-","-","-","-","-","-","-","-","-","-","0.19","0.47"
"2026-06-09 (二)","安卓_Xuper - borea","激励视频","131","47","35.88%","246","233","94.72%","1,613","-","-","-","471","-","-","97.37%","224","49.55%","109","0.83","2.32","-","-","-","$0.64","-","$0.07","0.05","0.13"
"2026-06-09 (二)","安卓_Xuper - borea","开屏","131","39","29.77%","238","151","63.45%","-","-","-","-","-","185","-","-","127","51.18%","-","-","-","-","-","-","-","-","-","0.03","0.09"
"2026-06-09 (二)","安卓_Xuper - borea","横幅","131","44","33.59%","844","252","29.86%","-","-","-","-","261","-","-","-","-","-","-","-","-","-","4","-","-","-","-","-","0.01"
"2026-06-09 (二)","安卓_Xuper - borea","原生","131","8","6.11%","462","104","22.51%","2,164","-","-","-","110","-","-","-","-","-","9","0.07","1.13","-","-","-","$0.08","-","$0.00","-","-"
"2026-06-09 (二)","安卓_Moviebox - celest","激励视频","417","160","38.37%","1,153","1,043","90.46%","-","3,042","-","-","-","-","-","97.37%","1,024","66.89%","-","-","-","-","-","-","-","-","-","0.22999999999999998","0.61"
"2026-06-09 (二)","安卓_Moviebox - celest","横幅","417","181","43.41%","2,421","1,206","49.81%","-","-","-","-","-","1,203","-","-","-","-","-","-","-","-","-","-","-","-","-","0.09","0.21"
"2026-06-09 (二)","安卓_Moviebox - celest","插屏","417","107","25.66%","1,302","640","49.16%","6,235","-","-","-","1,919","-","-","-","1,418","24.47%","299","0.72","2.79","-","-","-","$0.79","-","$0.24","0.05","0.19"
"2026-06-09 (二)","安卓_Moviebox - celest","开屏","417","127","30.46%","796","494","62.06%","-","-","-","-","-","-","-","-","1,060","20.19%","-","-","-","-","58","-","-","-","-","0.04","0.14"
"2026-06-09 (二)","安卓_Moviebox - celest","原生","417","57","13.67%","1,738","330","18.99%","-","417","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-06-09 (二)","安卓_Magis Pro - astra","激励视频","94,846","31,991","33.73%","437,087","271,346","62.08%","2,962,314","-","-","-","3,605,253","-","-","97.83%","402,008","49.13%","144,202","1.52","4.51","-","-","-","$2.23","-","$321.60","0.33","0.99"
"2026-06-09 (二)","安卓_Magis Pro - astra","插屏","94,846","28,665","30.22%","302,508","180,455","59.65%","-","989,536","-","-","-","-","-","-","55,196","23.03%","-","-","-","-","-","-","-","-","-","0.18","0.58"
"2026-06-09 (二)","安卓_Magis Pro - astra","开屏","94,846","34,702","36.59%","172,547","154,603","89.60%","-","-","-","-","-","203,698","-","-","84,429","63.07%","-","-","-","-","-","-","-","-","-","0.12","0.32"
"2026-06-09 (二)","安卓_Magis Pro - astra","横幅","94,846","42,390","44.69%","1,062,465","438,611","41.28%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","5,080","-","-","-","-","0.05","0.10"
"2026-06-09 (二)","安卓_Magis Pro - astra","原生","94,846","8,755","9.23%","274,411","53,211","19.39%","1,001,168","-","-","-","56,271","-","-","-","-","-","10,419","0.11","1.19","-","-","-","$0.08","-","$0.81","-","0.01"
